,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
effect,0.000574728442670535,0.00014373464313983855,7.753284293803764e-05,0.00017696402978886587,0.0002451776585743666
effective,0.0004936155427124684,0.0001558215908679338,0.00015251487708347182,0.00040331923790636466,0.0010584041665906833
effectively,0.00011542486014378074,2.001463314608434e-05,4.411716649939035e-05,0.0001511055608779382,0.0002674836527872036
effort,0.0011541739163150396,0.00036328809183873044,2.257225029047701e-05,1.7191356399394353e-06,0.0004934308938645375
elbow,0.0006867467615869601,1.2886021045824112e-06,9.78356765079075e-05,1.7041283857921383e-06,0.0007887004572209786
electric,0.00019435472091064245,0.0001041009738626759,0.0008027284902618466,1.7063696490585897e-06,8.730363423636993e-05
electrical,2.056844042332264e-06,7.354473400847631e-05,0.001815765078319459,1.713427096435988e-06,2.4522341414703045e-06
electronics,2.0520501331082975e-06,1.2740570461865296e-06,0.0008247953917292693,1.6983102145767753e-06,2.4397501977536183e-06
elements,0.00018983022855115843,0.0001633580627527756,9.199008392833855e-05,0.0001715702534122635,2.448714429593323e-06
eliminate,4.441774370685364e-05,0.00014486737744577683,2.125681175779852e-06,0.00015500861832016768,0.00021765907199134597
emergency,2.0544696258857604e-06,0.000542207771572774,0.0008688098697065906,1.7036354363346548e-06,2.4273659356996103e-06
end,0.0006324651349280854,0.002512864589765372,0.0019010237252876218,0.0016645900457317815,0.0018943867829701799
ended,0.00023573776447815645,0.0006221115379406872,0.0002656261509420512,0.00032228384123898313,0.0001933687966936103
ends,9.716843313424386e-05,0.0006681962578553175,0.000458906457356478,0.0001917213940323697,0.00020149623520890824
energizer,2.045259945643658e-06,1.2649299657264228e-06,0.0006013762253632755,1.6903257824381761e-06,2.397526148519196e-06
energy,1.7038024472811576e-05,0.00011539056856453012,0.0004022894223738388,1.7303645457926325e-06,2.7006466881544614e-05
engine,2.0704114796249455e-06,1.2767705877300083e-06,0.0010924151400875212,0.00802606890667656,2.4274382911965217e-06
engines,2.077588415678467e-06,1.2715902706932928e-06,7.850811330363584e-05,0.0009858012772650177,2.4114492699017824e-06
enjoy,0.00020840603966071426,5.878552251401229e-05,0.00013565089477955833,0.00013668456421482016,0.00018912962543563003
ensure,0.00018303474907129772,0.0002724446444172966,0.0002172892476437371,7.903322072439438e-05,0.00017031719278439006
entire,0.0011435565248576938,0.0003238440220879005,0.0001503228533658989,0.00043517359306546085,0.001301417428053392
equipment,2.088175210565586e-06,0.00016283430280106766,0.0009349150706100922,0.00046489408566577,3.5431718329739136e-05
error,7.632575936406958e-05,9.722924164631597e-05,0.00017820855159615234,0.0006370235608397305,2.460683115828527e-06
especially,0.0009134947551422802,0.000643202278068479,0.000900008470661383,0.0008197074774828352,0.0014046769020312924
essentially,7.904137433128968e-05,1.3283167754368331e-06,0.0002232537773143201,3.159537414449993e-05,0.0002797910982537785
ethanol,2.0471746466431405e-06,1.2633224418229158e-06,2.0439515056728487e-06,0.0005762541469244398,2.4090702906629337e-06
evenly,0.0005803791510653756,1.3140476375824757e-06,2.0472061210427804e-06,9.993660237288134e-05,5.998612041569765e-05
eventually,6.0059045491057985e-05,0.00021459520452404127,0.00022984199372358817,0.00023684070963315334,0.0003534187090665775
exact,1.6548372547965166e-05,0.0003825699111474946,0.0001627582025175568,0.0007990942195174459,2.4270988559149826e-06
exactly,0.0005591443296805684,0.0012581406715140699,0.0009231933052773956,0.0009651208463647402,0.0002992796197929672
example,0.00028888970366062897,0.00012075915817109389,0.0002704328646213284,0.00012300885021396246,0.00017312647133651987
excellent,0.0013473438556201205,0.0007692452669607766,0.0009144562829909071,0.0013408844561143135,0.0011590686992739997
excess,0.00022132662060117943,9.581024273109474e-05,6.384643707297239e-05,6.072212449266622e-05,0.0008115699318253257
exhaust,2.0881483313139706e-06,0.00020370563641737148,2.071586026476641e-06,0.0003546691595528962,0.0004957039247265432
existing,0.00010848434594797822,0.0005347577555846688,0.00012569169188493122,2.6371731049840095e-05,2.484827703268971e-06
expect,0.0007415026493700261,0.0009906280496300003,0.0008316820335639814,0.000649572204311964,0.0005016536638602259
expectations,0.0003131737433909829,4.394255440362457e-05,0.00013218729437786453,0.00014561730623340727,7.392926338430933e-05
expected,0.00045856076798914846,0.0009907836917669927,0.0005270220648631804,0.00064702219015457,0.0005848162178568876
expecting,0.0001288483830638685,0.0003931441286355902,5.54354781359011e-05,0.00011031653400382952,0.0001513163072478275
expensive,0.001200544644025094,0.0008070511033154093,0.0007313451563143148,0.0016658818829860783,0.0010024407007262562
experience,0.0008110784282127758,0.0003716121193196035,0.0004569926184358366,0.0007929417244525817,0.0005034066464314026
experienced,0.00010059734511898427,0.00012187909137737854,0.00017592914413785404,0.00019160019910714133,3.435675626361636e-05
exposed,0.00023892242422976005,1.3542873142559355e-06,0.0003032785764121935,0.0002028092616274965,0.00029441445877724504
extend,3.984343676829926e-05,0.00023481974761532223,0.00041761446072366713,6.35111564473247e-05,0.00017126453860490383
extended,3.703878246919905e-05,0.00029300029418576393,0.00030977615872705623,0.0003318589625448855,2.4785380134890745e-06
extension,2.049623979575192e-06,0.00029952481645228356,0.0024883940454438836,1.7240642918795125e-06,2.4209569872297896e-06
exterior,0.0006575516698646711,7.707344988395622e-05,3.256205135459102e-05,1.7270196933024368e-06,0.00037250276006747443
extra,0.0008899520161009897,0.0014232976957019323,0.0010856515487687435,0.0012167057514722301,0.0002480531359383201
extreme,0.00011631061067146164,0.00010471352953770465,9.347190036043582e-05,0.00019971189821511542,2.461497154929248e-06
extremely,0.0006214088618775322,0.0006854163084359439,0.00028574185091091356,0.00030973795823146285,0.0007418675780581105
eye,6.819086348869806e-05,0.00024093842036590872,0.00010577867601688946,5.8931233766952826e-05,0.00014127496526351947
eyes,7.42511543640388e-05,0.00034147544591877526,2.643034667064811e-05,0.00010016876745347941,2.4317085952592026e-06
f150,2.0813621203309734e-06,0.00027273827115611407,2.044797722335427e-06,0.0003232233480443688,2.5763367464998423e-05
fabric,2.0557313714714196e-06,1.2937197161421829e-06,2.0413907693105455e-06,1.6934762608442935e-06,0.0012008971583098436
face,2.0609679783584698e-06,0.0006240165380378852,6.849922958826413e-05,1.7509978806379242e-06,0.00018006369682142492
fact,0.0006645510593584861,0.0006050207627102974,0.0007684864913857262,0.0007418485226786416,0.0008120202232587976
factory,0.00022523689836355802,0.0016488902673966951,2.0771026290556e-06,0.0011866112175165813,2.439324632215506e-06
fail,4.5623459942722526e-05,0.00018071977043683976,0.0002836548388528536,0.00027705852283011693,2.4674589138522554e-06
failed,2.10115594764489e-06,0.00011075741694297447,0.0004925383042262329,0.0005455425136657856,2.4624879994113987e-06
failure,2.0559411958175563e-06,0.00011530654657615975,0.00011735033345639716,0.00029387246986111045,2.483567177799136e-06
fair,0.00012798831129216787,0.00027805238958806855,0.00013172157668902459,0.00016048252238039,0.0004253679595127296
fairly,0.0005040967479933337,0.0007399553877692555,0.00043763223026191167,0.0003065878263559354,0.0007209638695702563
fall,0.00013967029273569739,0.0006596183436632957,5.4290443532646405e-05,0.0002413009422553997,0.00029935975823888934
falling,2.07117573759382e-06,0.00028960997666753046,2.049719649352781e-06,7.427151304054379e-05,0.00028694837788305187
family,0.00018402060776524128,7.239091158833358e-05,0.0005744275964160572,0.000192538332551776,2.470812597675772e-06
fan,0.000763273316165394,1.2898092676469582e-06,0.0021419356934043836,0.0002145012594890173,3.491520188495553e-05
fancy,0.00012288069207515377,0.00011441094618127948,6.545917287947306e-05,0.0001682353981822917,0.00011398292498721652
fantastic,0.0005004199650967302,0.0001729039960749683,0.0002137095094154216,0.0003204239384766935,0.0004401195938444929
far,0.0015028262373069643,0.0023045155878995407,0.0019437724737475636,0.003075064085279992,0.0021310614384910803
fast,0.0005816230395813077,0.0011003643034865904,0.0010148316781693955,0.0006072639810814947,0.0007441804531057219
faster,0.00018597121425509747,0.00017942192269451585,0.0005024698843272133,0.0002491908394627193,0.0004368115203238181
fault,1.5559790085573064e-05,0.00025802871551730344,0.00032852187110238545,0.0002576595191391787,2.1354796791221912e-05
favorite,0.0003212936297860796,1.3014565102459986e-06,9.80153554901733e-05,7.97622727598719e-05,0.0004588741694824824
feature,2.086302997391046e-06,0.0003451447055708642,0.0012373537705506882,0.0004478844609596338,0.00031552592025575716
features,5.085623427643238e-05,1.2897207571689e-06,0.0010039546754665744,0.00015767987020257626,8.787961660537439e-05
feel,0.0014312165656986003,0.0013065224724070294,0.0003054654450204811,0.0014007474823647611,0.0018011990873897602
feeling,0.00045364659403696506,0.00017773669608298675,2.057733962825667e-06,0.0001394606134738343,0.00021311010356122817
feels,0.00048595838085490066,0.0007727182132348558,0.00022125558661173736,0.00028275283248441554,0.0008612724283326025
feet,5.8724374615738965e-05,0.0004193045201814877,0.000703097889575269,1.7166763342827114e-06,0.00024494029991379277
fell,2.13369016040742e-06,0.0002952040414139195,2.0652670577157655e-06,0.00012433161585191955,7.338407436788144e-05
felt,0.000468599284531466,0.00035634159367893623,4.4237331393192866e-05,0.00031661839103896077,0.00035854678207312247
fiber,0.00015308108248740667,1.2691031201301353e-06,2.0374053966329177e-06,1.711491572689962e-06,0.0009519810884555576
figure,0.00011770201177098561,0.00035769651929305616,0.0002481779931619372,0.000514213844823132,5.4596763150574436e-05
figured,0.0003420136552078465,0.00022495886742538232,0.000163239671354316,0.0006730303994161964,2.469014489954151e-06
filled,4.9222426468047966e-05,7.246352763199224e-05,0.0002663321262816269,0.0002535022902877685,0.00022163590464971836
filler,2.067274635073186e-06,1.3139131137942387e-06,0.0003872760040108289,1.7655052445472367e-06,0.0002547871632704912
filling,0.0001106227207762949,1.2747112696439828e-06,0.0004215278994016444,0.0002697771893143877,0.0002943408243849386
film,0.0010020665683986671,1.2873129992297903e-06,2.034187418110916e-06,1.7081636828312233e-06,0.00026843633493634314
filter,2.051338847263513e-06,1.2686942875768205e-06,2.041518281796341e-06,0.0160731417354877,2.4122007353781064e-06
filters,2.0479879872971322e-06,1.2656527464718854e-06,2.035111442695931e-06,0.005536281567999732,2.405671134251275e-06
final,0.00134561237077074,1.2918131044946206e-06,0.00018286488151881332,6.754802018086804e-05,2.4592649837458058e-06
finally,0.00032769732337160044,0.00041232266423255824,0.00047063040466584146,0.0006906098613229575,0.0003187440095470484
finding,7.180517115668268e-05,0.00014082893113279962,0.00014840475019878616,0.00022695565825696384,2.4742248569713748e-06
fine,0.0015930842585142302,0.0026109977678954966,0.002224485962162001,0.001916721338997233,0.0011612579552012032
finger,0.0002185256939502352,0.0002080933934261309,2.077699934720606e-06,1.5417333624997103e-05,0.0001275825230275997
fingers,0.0001289779874700359,0.00022555174113436514,2.742859497172452e-05,6.380300475900844e-05,0.0004963961573631971
finish,0.00651002921857918,0.0005915110470872681,2.0542107004834343e-06,1.7046200684828428e-06,0.000698377996132792
finished,0.0010128308083646224,0.00015691627032061973,0.00012294017525525466,1.7307185477899152e-06,0.00015332107891268752
finishing,0.0008813217982835454,1.279835016071858e-06,2.05519184966508e-06,1.706597492483428e-06,2.4410774256625237e-06
fit,2.0581351383442634e-06,0.009557782866846607,2.077517578796229e-06,0.004433856114644345,2.4346421744244773e-06
fits,2.064769564313058e-06,0.0036977960269700704,0.0003223270710712389,0.0018818981379573167,0.0004642682676513566
fitting,2.0496397309706643e-06,0.0005145061107265208,0.0006196465118389705,0.00011336754367564689,4.6778080307449016e-05
fittings,2.049952066982139e-06,0.00021489998824656613,0.0005588135943550813,1.7474976739670856e-06,1.8571049659689246e-05
fix,0.0003098530081468488,0.00041022773016836825,2.0931288496182064e-06,0.0008644178214185312,8.658048829691904e-05
fixed,2.068271729864753e-06,0.00027171665794876684,0.00016420507355625907,0.0003426497697596513,2.457606478955857e-05
flat,0.0002754428085420621,0.0014080388897910617,0.0003515850595817281,0.00017238716541303397,0.0004082520761754478
flawlessly,1.641278883452021e-05,1.9278802535474695e-05,0.00042961674582426467,0.00019306393264097117,2.4185634859760865e-06
flex,7.18484476103528e-05,0.00019094783206114347,2.0734226560063205e-06,0.00022246733519100934,2.4085839061757203e-06
flexible,2.0620967880211774e-06,8.216008715001366e-05,0.00038640279056245664,0.00014022774604616106,0.0007090088199810851
flimsy,2.054201878523829e-06,0.0006619582385244848,2.065140623152684e-06,6.47169228717802e-05,4.917623571255814e-05
flip,2.078995297597412e-06,0.0002706862716066071,9.220974042260998e-05,1.757237578762983e-06,0.00013955324541664127
floor,2.082886003620157e-06,0.000863527072697808,0.00011445260678830045,5.47242978628544e-05,0.0010103714359243733
florida,0.00016203970358211222,1.3254429151444885e-06,9.778037303014375e-05,0.0002683394861878445,9.062319147010633e-05
flow,2.0577537328164774e-06,1.2784704231207696e-06,0.0006622201669334919,0.0010917275328560009,2.4612460463667223e-06
fluid,2.080408099050847e-06,1.268779661044534e-06,2.0486041578760425e-06,0.004311007262804663,2.4253291330484202e-06
fluids,2.0820382462943962e-06,1.2704923654796488e-06,5.12389396613889e-05,0.0005943934860655641,2.4806087947959356e-06
flush,2.056430919214565e-06,1.2977189054359932e-06,0.0008057410497779375,0.0004568952358535981,2.447929672974675e-06
foam,0.0023528021009519796,0.0003309595349107049,2.072818729319207e-06,1.7300825885841193e-06,0.0010317884567339656
fog,2.0671088356137152e-06,0.0006212425092446391,2.03958311114642e-06,3.0661630565737615e-05,5.492583253983395e-05
fold,7.942856543047119e-05,0.00024646795768846157,2.0634271018556773e-06,1.7696327533226518e-05,0.00027449841084232666
folks,0.0001222117445355928,0.0001783565444280323,8.734804960087846e-05,0.00020279179259411454,2.442687428390827e-06
follow,0.0017138669212555513,0.00018776148189940265,9.991093913105923e-05,0.00033590302277736634,0.0003004572039669689
followed,0.0011290198450215553,5.6340730686028426e-05,7.80347029916173e-05,0.00013333083961231638,2.4361754019613672e-06
following,0.00042593718846484457,5.0112915033180646e-05,0.00018638951493626693,0.0003283098243759074,2.474094497129937e-06
foot,3.93120486107828e-05,0.0008788355225799187,0.000792796838118396,1.7276553193133444e-06,6.864592880162965e-05
force,2.076749165308948e-06,0.00039261571364796117,2.07237986669216e-06,0.00029608430539322753,0.0001243425825032639
ford,0.00011283880202109497,0.000391328214926496,2.0663132174075838e-06,0.0016019371175735448,2.4421671583777646e-06
forever,0.0001400507437291934,0.00019476137090695825,0.00020815317002333678,9.334662630123669e-05,0.0003826076654885626
forget,0.00016848471092696603,0.00028269785523792745,0.0004100295456873434,0.00017845197315653012,9.911997977861459e-05
form,2.7503711187209446e-05,0.00016129786338382998,0.00016918285943543897,0.0002002002154040347,0.000256716666540748
formula,0.00030482234672065376,1.2740628384500194e-06,2.0751321198419956e-06,0.0002752597470754194,2.4896305635580895e-06
forth,0.00017294553290566638,0.00010048551671898284,0.00011413454205184802,4.5856156800248115e-05,0.00011399199401842391
forward,0.00028640703540402246,0.0005109579718244985,0.0001404584546013237,0.00020311712966294938,2.464544636781673e-06
fram,2.0477353685772236e-06,1.269187371773584e-06,2.0331996148661373e-06,0.0011846456151700208,2.3997044395324286e-06
frame,2.0594132691397845e-06,0.0010113779306593622,2.064291882750216e-06,0.0005426616012449017,2.421787003962958e-06
free,0.000467124095958383,0.0004374575422696063,0.00034332136780070607,0.0019232683474510088,0.0010742841966103261
freezing,2.066347526709392e-06,1.2880028737568438e-06,0.00019460329444656132,0.00020300603993883215,0.00014877048445765303
frequently,0.0002696526855986822,7.346709904607102e-05,0.00012021287861000348,0.00019844193628922578,0.0001639137799572143
fresh,0.0004056028860572398,1.2860245829589138e-06,0.00032044003548907307,0.0004504526116720863,0.0007224678939517882
friend,0.0003797088572763994,0.00027940567318781033,7.930011663824743e-05,0.0003066458899688591,0.00011410698129988001
friends,0.00044326456381835454,0.000262989474478237,0.00038363194855676536,0.0003718274799821129,1.4766616404852339e-05
fuel,2.0500380815432122e-06,1.2713752206324925e-06,2.0616547405399084e-06,0.0042518814292913905,2.4084971811529565e-06
fully,0.0002251783120965671,0.00020543638489300885,0.001292138628054657,0.00029368225199494886,0.00019763697093547447
fun,0.0002165735488204413,7.10945706842558e-05,0.00019555054126424586,7.070876637296979e-05,0.0001791014488872631
function,4.269811420119661e-05,0.0004224187155804178,0.0003297864184554191,0.00022426266137742424,7.097092072919287e-05
functions,2.0538220518456237e-06,0.00012917647638302927,0.0003203940884754824,0.00011489793764334977,2.4468594326533877e-06
funnel,2.0455762249108837e-06,1.2768128985500812e-06,2.0456556655412432e-06,0.0012860099518649363,2.41992424710208e-06
fuse,2.0485741022496096e-06,1.2768417992634373e-06,0.002328279648517491,1.6979920568442867e-06,2.3999216786103298e-06
fuses,2.0474006540409296e-06,1.2734937931968754e-06,0.0012210043236677058,1.7062061890811605e-06,2.400570965305268e-06
future,0.00029493901839855924,0.0002792160114540107,8.582496701859932e-05,0.0006602607205167731,0.00025588609996876117
gallon,0.0009609860647455739,1.2786158696675886e-06,0.0001987628783252718,0.0009053910395181452,0.0005166083107682041
gallons,2.0620555159021865e-06,1.2704169348288914e-06,2.115498595953162e-06,0.00038139416781727967,0.000182812403329534
gap,2.051630559946581e-06,0.0003661849147856022,2.0691916365372495e-06,0.0003751621574038838,2.4466347409032664e-06
garage,0.002973026723352327,0.00028278813646325906,0.001990349145795927,0.00032974843315308034,0.0013845043873144348
gas,2.0576692802530483e-06,1.2897489800673628e-06,0.0005245886203820674,0.003986184722590811,2.443350477546009e-06
gasket,2.0566519110897375e-06,1.307234205676173e-06,5.779098461691054e-05,0.0009640256799301988,5.770062284368851e-05
gaskets,2.0538164305189083e-06,1.2769906091642072e-06,2.10698360954844e-06,0.0005339095296136586,2.436735250271285e-06
gasoline,2.0783118865145346e-06,1.2640598008980357e-06,2.048148092345011e-06,0.0005508703155538933,2.415142197979195e-06
gauge,2.055065325369617e-06,1.2858368315596714e-06,0.008606179285821618,1.6994378941925687e-06,2.4023764451340833e-06
gauges,2.046917082058122e-06,0.0007967103857326723,2.2333871166344073e-06,1.7318180843201846e-06,2.4023053208941755e-06
gave,0.000806872237479759,0.000617546798839852,0.0004287649351743268,0.0008255759855452639,0.00022029313177555484
gear,2.0732351438220057e-06,0.00032500454925394343,9.092359855931206e-05,0.0007775930120377565,0.00020796324618549286
gel,0.0005551556184802705,1.2682199467321972e-06,0.00021667025792666088,1.708385937116861e-06,4.765766595657685e-05
general,8.304281300359937e-05,1.3003756285789514e-06,0.00023214413783693576,0.0001855098822448036,0.0006935761717409556
generally,7.880536823069537e-05,5.9863895804587016e-05,0.00017540588351676507,0.00021367841215869717,0.0003027337565728566
generator,2.046627006638814e-06,1.268097722992293e-06,0.0011600453272435547,1.7171346741601915e-06,2.4059815446533177e-06
gentle,0.0002301447886146117,3.323830826345332e-05,2.045568628469298e-06,1.696769101040256e-06,0.0004294149856668083
gets,0.0006465162169647502,0.00045297506246889344,0.0009234594551872381,0.0006649705739816828,0.0031454994873434325
getting,0.0008274482751319879,0.0019240464555715963,0.0009846946438275004,0.0016728775170964578,0.0025105221391017174
gift,0.00010264159967382593,0.00020790145331102205,0.00010350337421526135,1.7367426073899163e-06,0.00016351657975427887
given,0.000205501212460457,0.0004047805446460209,0.0002755376847832845,0.00048723926055375385,0.00028779399205302117
gives,0.0012281832229784984,0.00044961773233377037,0.0005882016699592172,0.0005487049226790819,0.0003097576195605189
giving,0.0003710633320371373,0.00020373825573691425,0.000200589268828148,0.00034941453071114933,0.00011204141360452343
glad,0.0003567970188157141,0.0007429558476256535,0.0002740508451681085,0.0005701560895525253,0.00013174716480994112
glass,0.0023221931868113023,0.0001999997100107157,2.0666268471426017e-06,0.0004897641496948433,0.003548547091181898
glasses,2.0621735197652063e-06,0.00035213770987182997,2.060039564283243e-06,1.7048973473268586e-06,0.00016331851184303592
glaze,0.0008711963874766669,1.2642969775937054e-06,2.0332789302440417e-06,1.6912282962761356e-06,2.4010094760654774e-06
gloss,0.0011881400881946277,1.2722657564709069e-06,2.0322110688517786e-06,1.7077436791910893e-06,2.415377539237099e-06
glossy,0.0008200410895022182,1.2663066600535251e-06,2.032540904236006e-06,1.694779136125591e-06,2.4261278820922576e-06
glove,2.061024990449977e-06,0.0007748214387975041,2.112188957607988e-06,0.0003356116293657835,0.000505373519157845
gloves,2.0872832264312683e-06,0.00039862897481627256,2.047818045828027e-06,1.7291841190998031e-06,0.0017530419480440845
glue,2.0810030034097798e-06,1.2997029238703377e-06,2.0752088400497885e-06,1.7075436570910135e-06,0.0016562595583682759
gm,2.067511372202064e-06,4.439792599418411e-05,2.0904046174720553e-06,0.0006705531562838811,2.4366343345897856e-06
goes,0.0024902128165049985,0.00035975346008327506,0.0007424712727622422,0.0006453153262530213,0.000647651942904943
going,0.0015452121440190515,0.0023624849760886172,0.0016804711335566458,0.002099351764027648,0.0017482997637466205
gold,0.0015734485397214367,1.281670886743309e-06,9.81076036230614e-05,9.345465223992487e-05,2.4329774294091296e-06
gone,0.0006192374210331621,0.00019969516778291468,6.18728252855495e-05,0.0006690071071742448,7.851284554107018e-05
good,0.011858853953463228,0.01123920039165307,0.006227553266191883,0.008975939108895575,0.011218783040935822
google,3.666392668921259e-05,1.2914944028002107e-06,4.315079719020472e-05,0.00044580643254619914,2.428338474189957e-06
got,0.002262779499738394,0.0033195592207948517,0.0023363571589024657,0.003169925687298629,0.002023852775247445
gotten,0.0002574742045108643,0.00017849715157735357,0.00012082480363014437,0.00022252311834671665,0.0002076297916208211
gps,2.0464058733663456e-06,1.2741172978972274e-06,0.000916264239673674,1.6953086700846118e-06,2.4000516441918246e-06
grab,8.519838894141379e-05,0.0005966079196860379,2.061044283169372e-06,1.724701747745814e-06,0.0002490246085137678
grade,0.0002732538698517267,0.00020180016649568594,2.1217813802342596e-06,0.00012956538232701773,0.00014114031447879052
grand,4.299465903722281e-05,0.0004142750047156442,2.072876622778661e-06,0.0002854110088725348,2.462245633865567e-06
gray,0.00017329373425057252,1.3128344143986773e-06,0.00031297860465469507,1.7027107001940744e-06,0.00039353879354554836
grease,0.00037693460858104726,1.285557624359798e-06,2.0482922350101253e-06,1.707527812239951e-06,0.005675673110873601
greasy,0.00044142367113699735,1.2770762459319481e-06,2.045648337325358e-06,1.6951798456520243e-06,0.0005540647756815253
great,0.011102624254236203,0.011314210973117859,0.007181857662337331,0.007608709996079177,0.01248857965573177
green,0.00034446636435954273,0.00010482835020864044,0.0010772558702732335,1.7135505806954512e-06,0.00048498509966814706
grey,0.0002018758285716835,6.498009040755761e-05,0.0005505641186378105,1.7037497240044984e-06,0.0002585031270789809
grill,2.088479837239555e-06,0.0004671782947327099,0.00012665283184969695,1.7019809225038453e-06,0.0001455065659936911
grime,0.0005750425791577974,1.2675679531175047e-06,2.0334771084821427e-06,1.7017274324184933e-06,0.0016679671420385689
griots,0.004235300484037083,1.2647457253794912e-06,2.0369685781776223e-06,1.693104196513131e-06,2.4593389614481373e-06
grip,2.0878309704601177e-06,0.0007062218466662231,2.064511053153556e-06,0.0004037354279762816,0.0007906847331109274
grips,2.0552063612015747e-06,0.0002967519979687721,2.057171608780013e-06,4.989535939371406e-05,6.82610236324876e-05
grit,0.0009685372085252985,1.2718480142994566e-06,2.034394499207463e-06,1.695873077351077e-06,0.001014951440204571
ground,9.622915610638264e-05,0.0014753880011362079,0.00042529233169610317,1.3663717505964366e-05,0.0002930537907725943
guard,2.0693166926321502e-06,0.00023623668155612202,2.042025148450513e-06,1.713164324878008e-06,0.000910701058631407
guess,0.000385173306050723,0.0008464433225423518,0.0005512007029462273,0.00047087527055855163,0.00019530229880681708
gun,2.0607943160011807e-06,1.2893397376035357e-06,6.728617326251415e-05,1.7100531067716551e-06,0.002358439336858347
guy,0.00018360583766469628,0.00020937183303196158,0.0004416071036185743,0.00018751652226774382,8.656557229650663e-05
guys,0.0017605781706810917,0.00012685409870746774,3.124451647652939e-05,0.00024282744470888477,0.0005503914207192832
half,0.0010375849756956857,0.0008494162757107448,0.0003808140495200958,0.0008532553918960556,0.000761584997641018
halogen,2.0483408445722634e-06,0.0003801132978054771,2.038507339737216e-06,1.6945123183857575e-06,2.398832461151971e-06
hammer,2.051168554042608e-06,0.0003875541947260206,2.060719386190497e-06,1.703755452562661e-05,2.4387991036777785e-06
hand,0.002634687965055765,0.0016999895401867608,2.098110706446924e-06,0.0006900099692157813,0.002172393587447135
handle,2.072833292409002e-06,0.0023692796905656695,0.000718631397743899,0.0001567907576528275,0.0025083794844497614
handles,2.0980814372361458e-06,0.0007650425525584267,2.1309110614090547e-06,1.7229319514283433e-06,0.0001584746097226987
hands,0.0003719129286644876,0.00021016502101168334,0.00013173727845188507,0.00011803164153488291,0.0024859662869074215
handy,2.0836336622130383e-06,0.0006585236028545837,0.001933534864441778,0.00014198465336400008,0.001322825123587433
hang,3.378245485346209e-05,0.00027920332350277394,9.761909453782023e-05,1.710563852641527e-06,0.00034359750511420167
happen,0.00013417809320847795,0.00014330982454947958,0.00025244240200396654,0.0001526971735184896,0.0002787970082084358
happened,0.00010258994563953601,0.0002524574201937609,9.952908389690024e-05,0.00017730075442852497,2.4579833662125833e-06
happens,0.00013620547295068006,0.00010940849636197616,0.00011827160773673002,0.0001816972650385113,2.479573884672555e-06
happier,9.89235425255975e-05,0.00018034788269233673,8.895994478800648e-05,0.00015692297514699368,4.11791606923079e-05
happy,0.0011737982943410216,0.0016898338884306875,0.0012387390364710048,0.001313052367612084,0.0004584972918373718
hard,0.001585502568173384,0.0020121899523158535,0.0009010307482075744,0.0014549002148146323,0.0032169587952480577
harder,0.00033136261880603726,0.00022104703547441826,2.0849637203038244e-06,0.00019302107998625875,0.00011432773904845898
hardware,2.1124915327361994e-06,0.0006442900781761046,7.803799860583752e-05,0.00024771787391946273,0.00011696997330444761
harley,0.0002085155447202962,0.0001928563665845391,0.0003159305542356506,0.0002599325954041525,2.435960202150653e-06
harness,2.0468587111027295e-06,0.0006145128554291292,0.0007728015523682025,1.7242938041685603e-06,2.4088989700215144e-06
hassle,9.548432761671451e-05,0.00017930815682664532,0.00015646554131196983,0.0001260820317067627,7.12115453509325e-05
hate,0.00029381838752944614,0.00021330238300881768,0.00011169906093432836,0.00012005218461897848,6.330795165101425e-05
havent,0.0004906786224135558,0.0009646722093793287,0.0007323528677224044,0.0009974041993052944,0.0007324231634735761
haze,0.0011165526216615157,1.2658029432126622e-06,2.0335482474267596e-06,1.7042591889053858e-06,2.4422419719327764e-06
head,2.078450620166053e-06,0.0014577348883846612,5.597329306684467e-05,5.7216252601933066e-05,0.0009787032101138597
headlight,0.0015850359601994994,0.0007601729503593336,2.0410343798066302e-06,1.699456778388999e-06,2.40066278369193e-06
headlights,0.002102932043118289,0.0008949845027167564,2.0532163067312547e-06,1.704686303215581e-06,2.4031599395070676e-06
hear,4.116780689277649e-05,0.00014565287877291066,0.0002680855578064542,0.00032163392984679905,0.00011329577623058761
heard,0.00021844045361063265,0.0001226049686728422,0.00018625094294060326,0.0003690968153690713,2.454774446611379e-06
heat,2.1046893084536756e-06,0.0007108104598394125,0.0004493944697559866,0.00024029925253819803,0.001348968487675823
heater,2.049447427505075e-06,1.2764846995917775e-06,0.0012819053543911482,1.7079267265958133e-06,2.4486843611132147e-06
heavier,2.108633293709036e-06,0.00021383565780588992,0.00018412613475984516,0.00014572559274898903,0.00042618487516562955
heavy,0.0003071745326047285,0.002763937620011236,0.0011729997971714175,0.0006252748356613906,0.0016272882666631592
heck,0.00017541960071154828,0.0001850799008933711,2.099674485836612e-06,0.00013522910586405952,5.181717814419395e-05
height,2.057853431552593e-06,0.0005189930294920527,2.050520256317402e-06,1.6952458314506478e-06,2.440711386863123e-06
held,0.00012224435215279318,0.00081955957985977,5.9584074744990556e-05,0.0002571797045605014,0.0003829501644492566
helmet,2.0561073799275823e-06,0.0007715760001881001,2.0478990962271527e-06,1.7005544315411582e-06,2.421235605499695e-06
help,0.0006942172145983005,0.0013727014745256426,0.0006961435782679186,0.0014405669355050403,0.0015306015553866602
